"ID";"LuchthavensHerkomstBestemming";"Perioden";"TotaalAantalPassagiers_1";"PassagiersAangekomenInNederland_2";"PassagiersVertrokkenUitNederland_3"
"5031";"A043273";"2004JJ00";"";"       .";""
"5032";"A043273";"2005JJ00";"";"       .";""
"5033";"A043273";"2006JJ00";"";"       .";""
"5034";"A043273";"2007JJ00";"       .";"       .";"       ."
"5035";"A043273";"2008JJ00";"       .";"       .";"       ."
"5036";"A043273";"2009JJ00";"";"       .";""
"5037";"A043273";"2010JJ00";"";"       .";""
"5038";"A043273";"2011JJ00";"";"       .";""
"5039";"A043273";"2012JJ00";"";"       .";""
"5040";"A043273";"2013JJ00";"";"       .";""
"5041";"A043273";"2014JJ00";"";"       .";""
"5042";"A043273";"2015JJ00";"";"       .";""
"5043";"A043273";"2016JJ00";"";"       .";""
"5044";"A043273";"2017JJ00";"";"       .";""
"5045";"A043273";"2018JJ00";"";"       .";""
"5046";"A043273";"2019JJ00";"";"       .";""
"5047";"A043273";"2020JJ00";"";"       .";""
"5048";"A043273";"2021JJ00";"";"       .";""
"5049";"A043273";"2022JJ00";"";"       .";""
"5050";"A043274";"1998JJ00";"";"       .";""
"5051";"A043274";"1999JJ00";"";"       .";""
"5052";"A043274";"2000JJ00";"";"       .";""
"5053";"A043274";"2001JJ00";"";"       .";""
"5054";"A043274";"2002JJ00";"";"       .";""
"5055";"A043274";"2003JJ00";"";"       .";""
"5056";"A043274";"2004JJ00";"";"       .";""
"5057";"A043274";"2005JJ00";"";"       .";""
"5058";"A043274";"2006JJ00";"";"       .";""
"5059";"A043274";"2007JJ00";"";"       .";""
"5060";"A043274";"2008JJ00";"";"       .";""
"5061";"A043274";"2009JJ00";"";"       .";""
"5062";"A043274";"2010JJ00";"";"       .";""
"5063";"A043274";"2011JJ00";"";"       .";""
"5064";"A043274";"2012JJ00";"";"       .";""
"5065";"A043274";"2013JJ00";"       .";"       .";"       ."
"5066";"A043274";"2014JJ00";"";"       .";""
"5067";"A043274";"2015JJ00";"";"       .";""
"5068";"A043274";"2016JJ00";"";"       .";""
"5069";"A043274";"2017JJ00";"";"       .";""
"5070";"A043274";"2018JJ00";"";"       .";""
"5071";"A043274";"2019JJ00";"";"       .";""
"5072";"A043274";"2020JJ00";"";"       .";""
"5073";"A043274";"2021JJ00";"";"       .";""
"5074";"A043274";"2022JJ00";"";"       .";""
"5075";"A043275";"1998JJ00";"";"       .";""
"5076";"A043275";"1999JJ00";"";"       .";""
"5077";"A043275";"2000JJ00";"";"       .";""
"5078";"A043275";"2001JJ00";"";"       .";""
"5079";"A043275";"2002JJ00";"";"       .";""
"5080";"A043275";"2003JJ00";"";"       .";""
"5081";"A043275";"2004JJ00";"";"       .";""
"5082";"A043275";"2005JJ00";"";"       .";""
"5083";"A043275";"2006JJ00";"";"       .";""
"5084";"A043275";"2007JJ00";"       .";"       .";"       ."
"5085";"A043275";"2008JJ00";"";"       .";""
"5086";"A043275";"2009JJ00";"";"       .";""
"5087";"A043275";"2010JJ00";"";"       .";""
"5088";"A043275";"2011JJ00";"";"       .";""
"5089";"A043275";"2012JJ00";"";"       .";""
"5090";"A043275";"2013JJ00";"";"       .";""
"5091";"A043275";"2014JJ00";"";"       .";""
"5092";"A043275";"2015JJ00";"";"       .";""
"5093";"A043275";"2016JJ00";"";"       .";""
"5094";"A043275";"2017JJ00";"";"       .";""
"5095";"A043275";"2018JJ00";"";"       .";""
"5096";"A043275";"2019JJ00";"";"       .";""
"5097";"A043275";"2020JJ00";"";"       .";""
"5098";"A043275";"2021JJ00";"";"       .";""
"5099";"A043275";"2022JJ00";"";"       .";""
"5100";"A043276";"1998JJ00";"       .";"       .";"       ."
"5101";"A043276";"1999JJ00";"       .";"       .";"       ."
"5102";"A043276";"2000JJ00";"       .";"       .";"       ."
"5103";"A043276";"2001JJ00";"       .";"       .";"       ."
"5104";"A043276";"2002JJ00";"       .";"       .";"       ."
"5105";"A043276";"2003JJ00";"       .";"       .";"       ."
"5106";"A043276";"2004JJ00";"       .";"       .";"       ."
"5107";"A043276";"2005JJ00";"       .";"       .";"       ."
"5108";"A043276";"2006JJ00";"   77977";"   39891";"   38086"
"5109";"A043276";"2007JJ00";"       .";"       .";"       ."
"5110";"A043276";"2008JJ00";"       .";"       .";"       ."
"5111";"A043276";"2009JJ00";"       .";"       .";"       ."
"5112";"A043276";"2010JJ00";"       .";"       .";"       ."
"5113";"A043276";"2011JJ00";"       .";"       .";"       ."
"5114";"A043276";"2012JJ00";"       .";"       .";"       ."
"5115";"A043276";"2013JJ00";"       .";"       .";"       ."
"5116";"A043276";"2014JJ00";"       .";"       .";"       ."
"5117";"A043276";"2015JJ00";"       .";"       .";"       ."
"5118";"A043276";"2016JJ00";"       .";"       .";"       ."
"5119";"A043276";"2017JJ00";"       .";"       .";"       ."
"5120";"A043276";"2018JJ00";"       .";"       .";"       ."
"5121";"A043276";"2019JJ00";"       .";"       .";"       ."
"5122";"A043276";"2020JJ00";"       .";"       .";"       ."
"5123";"A043276";"2021JJ00";"       .";"       .";"       ."
"5124";"A043276";"2022JJ00";"       .";"       .";"       ."
"5125";"A043277";"1998JJ00";"   75979";"   37768";"   38211"
"5126";"A043277";"1999JJ00";"       .";"       .";"       ."
"5127";"A043277";"2000JJ00";"   94988";"   46723";"   48265"
"5128";"A043277";"2001JJ00";"  104001";"   52105";"   51896"
"5129";"A043277";"2002JJ00";"  126416";"   61504";"   64912"
"5130";"A043277";"2003JJ00";"   89574";"   44018";"   45556"
"5131";"A043277";"2004JJ00";"  201880";"   98311";"  103569"
"5132";"A043277";"2005JJ00";"  236197";"  113221";"  122976"
"5133";"A043277";"2006JJ00";"  247800";"  117698";"  130102"
"5134";"A043277";"2007JJ00";"  278793";"  131793";"  147000"
"5135";"A043277";"2008JJ00";"  251665";"  121046";"  130619"
"5136";"A043277";"2009JJ00";"  257514";"  124307";"  133207"
"5137";"A043277";"2010JJ00";"  291537";"  135515";"  156022"
"5138";"A043277";"2011JJ00";"  256244";"  114564";"  141680"
"5139";"A043277";"2012JJ00";"  260339";"  111581";"  148758"
"5140";"A043277";"2013JJ00";"  301008";"  143418";"  157590"
"5141";"A043277";"2014JJ00";"  317085";"  155886";"  161199"
"5142";"A043277";"2015JJ00";"  379852";"  184277";"  195575"
"5143";"A043277";"2016JJ00";"  359189";"  176056";"  183133"
"5144";"A043277";"2017JJ00";"  361002";"  179057";"  181945"
"5145";"A043277";"2018JJ00";"  395795";"  195822";"  199973"
"5146";"A043277";"2019JJ00";"  391316";"  193694";"  197622"
"5147";"A043277";"2020JJ00";"       .";"       .";"       ."
"5148";"A043277";"2021JJ00";"       .";"       .";"       ."
"5149";"A043277";"2022JJ00";"       .";"       .";"       ."
"5150";"A043278";"1998JJ00";"";"       .";""
"5151";"A043278";"1999JJ00";"";"       .";""
"5152";"A043278";"2000JJ00";"";"       .";""
"5153";"A043278";"2001JJ00";"";"       .";""
"5154";"A043278";"2002JJ00";"";"       .";""
"5155";"A043278";"2003JJ00";"";"       .";""
"5156";"A043278";"2004JJ00";"";"       .";""
"5157";"A043278";"2005JJ00";"";"       .";""
"5158";"A043278";"2006JJ00";"       .";"       .";"       ."
"5159";"A043278";"2007JJ00";"       .";"       .";"       ."
"5160";"A043278";"2008JJ00";"       .";"       .";"       ."
"5161";"A043278";"2009JJ00";"       .";"       .";"       ."
"5162";"A043278";"2010JJ00";"       .";"       .";"       ."
"5163";"A043278";"2011JJ00";"   76736";"   38095";"   38641"
"5164";"A043278";"2012JJ00";"   77234";"   38209";"   39025"
"5165";"A043278";"2013JJ00";"   77860";"   38272";"   39588"
"5166";"A043278";"2014JJ00";"   76767";"   37765";"   39002"
"5167";"A043278";"2015JJ00";"   77962";"   37668";"   40294"
"5168";"A043278";"2016JJ00";"   78032";"   37486";"   40546"
"5169";"A043278";"2017JJ00";"   95923";"   46366";"   49557"
"5170";"A043278";"2018JJ00";"   98267";"   48395";"   49872"
"5171";"A043278";"2019JJ00";"   96672";"   47130";"   49542"
"5172";"A043278";"2020JJ00";"       .";"       .";"       ."
"5173";"A043278";"2021JJ00";"       .";"       .";"       ."
"5174";"A043278";"2022JJ00";"       .";"       .";"       ."
"5175";"A050406";"1998JJ00";"";"       .";""
"5176";"A050406";"1999JJ00";"";"       .";""
"5177";"A050406";"2000JJ00";"";"       .";""
"5178";"A050406";"2001JJ00";"";"       .";""
"5179";"A050406";"2002JJ00";"";"       .";""
"5180";"A050406";"2003JJ00";"";"       .";""
"5181";"A050406";"2004JJ00";"";"       .";""
"5182";"A050406";"2005JJ00";"";"       .";""
"5183";"A050406";"2006JJ00";"";"       .";""
"5184";"A050406";"2007JJ00";"";"       .";""
"5185";"A050406";"2008JJ00";"";"       .";""
"5186";"A050406";"2009JJ00";"";"       .";""
"5187";"A050406";"2010JJ00";"";"       .";""
"5188";"A050406";"2011JJ00";"";"       .";""
"5189";"A050406";"2012JJ00";"";"       .";""
"5190";"A050406";"2013JJ00";"";"       .";""
"5191";"A050406";"2014JJ00";"";"       .";""
"5192";"A050406";"2015JJ00";"";"       .";""
"5193";"A050406";"2016JJ00";"";"       .";""
"5194";"A050406";"2017JJ00";"";"       .";""
"5195";"A050406";"2018JJ00";"";"       .";""
"5196";"A050406";"2019JJ00";"";"       .";""
"5197";"A050406";"2020JJ00";"";"       .";""
"5198";"A050406";"2021JJ00";"       .";"       .";"       ."
"5199";"A050406";"2022JJ00";"       .";"       .";"       ."
"5200";"A043279";"1998JJ00";"       .";"       .";"       ."
"5201";"A043279";"1999JJ00";"       .";"       .";"       ."
"5202";"A043279";"2000JJ00";"       .";"       .";"       ."
"5203";"A043279";"2001JJ00";"       .";"       .";"       ."
"5204";"A043279";"2002JJ00";"       .";"       .";"       ."
"5205";"A043279";"2003JJ00";"       .";"       .";"       ."
"5206";"A043279";"2004JJ00";"       .";"       .";"       ."
"5207";"A043279";"2005JJ00";"       .";"       .";"       ."
"5208";"A043279";"2006JJ00";"       .";"       .";"       ."
"5209";"A043279";"2007JJ00";"       .";"       .";"       ."
"5210";"A043279";"2008JJ00";"       .";"       .";"       ."
"5211";"A043279";"2009JJ00";"       .";"       .";"       ."
"5212";"A043279";"2010JJ00";"       .";"       .";"       ."
"5213";"A043279";"2011JJ00";"   89587";"   52676";"   36911"
"5214";"A043279";"2012JJ00";"  128836";"   75267";"   53569"
"5215";"A043279";"2013JJ00";"  135516";"   69191";"   66325"
"5216";"A043279";"2014JJ00";"  139846";"   70215";"   69631"
"5217";"A043279";"2015JJ00";"  141807";"   70177";"   71630"
"5218";"A043279";"2016JJ00";"  144898";"   72435";"   72463"
"5219";"A043279";"2017JJ00";"  140556";"   71230";"   69326"
"5220";"A043279";"2018JJ00";"  174537";"   88000";"   86537"
"5221";"A043279";"2019JJ00";"  185354";"   92063";"   93291"
"5222";"A043279";"2020JJ00";"       .";"       .";"       ."
"5223";"A043279";"2021JJ00";"       .";"       .";"       ."
"5224";"A043279";"2022JJ00";"       .";"       .";"       ."
"5225";"A043280";"1998JJ00";"";"       .";""
"5226";"A043280";"1999JJ00";"";"       .";""
"5227";"A043280";"2000JJ00";"";"       .";""
"5228";"A043280";"2001JJ00";"";"       .";""
"5229";"A043280";"2002JJ00";"";"       .";""
"5230";"A043280";"2003JJ00";"";"       .";""
"5231";"A043280";"2004JJ00";"";"       .";""
"5232";"A043280";"2005JJ00";"";"       .";""
"5233";"A043280";"2006JJ00";"";"       .";""
"5234";"A043280";"2007JJ00";"";"       .";""
"5235";"A043280";"2008JJ00";"";"       .";""
"5236";"A043280";"2009JJ00";"";"       .";""
"5237";"A043280";"2010JJ00";"       .";"       .";"       ."
"5238";"A043280";"2011JJ00";"   82429";"   41717";"   40712"
"5239";"A043280";"2012JJ00";"   89114";"   45287";"   43827"
"5240";"A043280";"2013JJ00";"   77782";"   38665";"   39117"
"5241";"A043280";"2014JJ00";"       .";"       .";"       ."
"5242";"A043280";"2015JJ00";"   76818";"   36644";"   40174"
"5243";"A043280";"2016JJ00";"       .";"       .";"       ."
"5244";"A043280";"2017JJ00";"       .";"       .";"       ."
"5245";"A043280";"2018JJ00";"       .";"       .";"       ."
"5246";"A043280";"2019JJ00";"       .";"       .";"       ."
"5247";"A043280";"2020JJ00";"       .";"       .";"       ."
"5248";"A043280";"2021JJ00";"       .";"       .";"       ."
"5249";"A043280";"2022JJ00";"       .";"       .";"       ."
"5250";"A043281";"1998JJ00";"  214272";"  108589";"  105683"
"5251";"A043281";"1999JJ00";"  220451";"  110732";"  109719"
"5252";"A043281";"2000JJ00";"  239457";"  120602";"  118855"
"5253";"A043281";"2001JJ00";"  268985";"  136750";"  132235"
"5254";"A043281";"2002JJ00";"  290467";"  145597";"  144870"
"5255";"A043281";"2003JJ00";"  240016";"  119187";"  120829"
"5256";"A043281";"2004JJ00";"  297955";"  150019";"  147936"
"5257";"A043281";"2005JJ00";"  347353";"  173898";"  173455"
"5258";"A043281";"2006JJ00";"  373427";"  188699";"  184728"
"5259";"A043281";"2007JJ00";"  372817";"  188284";"  184533"
"5260";"A043281";"2008JJ00";"  376771";"  188939";"  187832"
"5261";"A043281";"2009JJ00";"  423696";"  215878";"  207818"
"5262";"A043281";"2010JJ00";"  429217";"  217404";"  211813"
"5263";"A043281";"2011JJ00";"  411792";"  207757";"  204035"
"5264";"A043281";"2012JJ00";"  396097";"  200257";"  195840"
"5265";"A043281";"2013JJ00";"  368444";"  187157";"  181287"
"5266";"A043281";"2014JJ00";"  365400";"  182996";"  182404"
"5267";"A043281";"2015JJ00";"  406468";"  204421";"  202047"
"5268";"A043281";"2016JJ00";"  410444";"  205417";"  205027"
"5269";"A043281";"2017JJ00";"  415076";"  205947";"  209129"
"5270";"A043281";"2018JJ00";"  426366";"  212273";"  214093"
"5271";"A043281";"2019JJ00";"  424853";"  210973";"  213880"
"5272";"A043281";"2020JJ00";"   82580";"   40832";"   41748"
"5273";"A043281";"2021JJ00";"       .";"       .";"       ."
"5274";"A043281";"2022JJ00";"       .";"       .";"       ."
"5275";"A043282";"1998JJ00";"";"       .";""
"5276";"A043282";"1999JJ00";"       .";"       .";"       ."
"5277";"A043282";"2000JJ00";"       .";"       .";"       ."
"5278";"A043282";"2001JJ00";"       .";"       .";"       ."
"5279";"A043282";"2002JJ00";"";"       .";""
"5280";"A043282";"2003JJ00";"";"       .";""
"5281";"A043282";"2004JJ00";"";"       .";""
"5282";"A043282";"2005JJ00";"";"       .";""
"5283";"A043282";"2006JJ00";"";"       .";""
"5284";"A043282";"2007JJ00";"";"       .";""
"5285";"A043282";"2008JJ00";"";"       .";""
"5286";"A043282";"2009JJ00";"";"       .";""
"5287";"A043282";"2010JJ00";"";"       .";""
"5288";"A043282";"2011JJ00";"";"       .";""
"5289";"A043282";"2012JJ00";"";"       .";""
"5290";"A043282";"2013JJ00";"";"       .";""
"5291";"A043282";"2014JJ00";"";"       .";""
"5292";"A043282";"2015JJ00";"";"       .";""
"5293";"A043282";"2016JJ00";"";"       .";""
"5294";"A043282";"2017JJ00";"";"       .";""
"5295";"A043282";"2018JJ00";"";"       .";""
"5296";"A043282";"2019JJ00";"";"       .";""
"5297";"A043282";"2020JJ00";"";"       .";""
"5298";"A043282";"2021JJ00";"";"       .";""
"5299";"A043282";"2022JJ00";"";"       .";""
"5300";"A043283";"1998JJ00";"";"       .";""
"5301";"A043283";"1999JJ00";"";"       .";""
"5302";"A043283";"2000JJ00";"";"       .";""
"5303";"A043283";"2001JJ00";"       .";"       .";"       ."
"5304";"A043283";"2002JJ00";"       .";"       .";"       ."
"5305";"A043283";"2003JJ00";"   81132";"   41501";"   39631"
"5306";"A043283";"2004JJ00";"  152378";"   77162";"   75216"
"5307";"A043283";"2005JJ00";"  176895";"   89278";"   87617"
"5308";"A043283";"2006JJ00";"  183242";"   93579";"   89663"
"5309";"A043283";"2007JJ00";"  247618";"  125039";"  122579"
"5310";"A043283";"2008JJ00";"  296590";"  148305";"  148285"
"5311";"A043283";"2009JJ00";"  283463";"  144191";"  139272"
"5312";"A043283";"2010JJ00";"  291862";"  144314";"  147548"
"5313";"A043283";"2011JJ00";"  325550";"  162544";"  163006"
"5314";"A043283";"2012JJ00";"  320866";"  160965";"  159901"
"5315";"A043283";"2013JJ00";"  301778";"  149380";"  152398"
"5316";"A043283";"2014JJ00";"  290211";"  143561";"  146650"
"5317";"A043283";"2015JJ00";"  294716";"  145349";"  149367"
"5318";"A043283";"2016JJ00";"  381008";"  189260";"  191748"
"5319";"A043283";"2017JJ00";"  410207";"  204399";"  205808"
"5320";"A043283";"2018JJ00";"  430817";"  215462";"  215355"
"5321";"A043283";"2019JJ00";"  450761";"  226226";"  224535"
"5322";"A043283";"2020JJ00";"       .";"       .";"       ."
"5323";"A043283";"2021JJ00";"       .";"       .";"       ."
"5324";"A043283";"2022JJ00";"       .";"       .";"       ."
"5325";"A050100";"1998JJ00";"";"       .";""
"5326";"A050100";"1999JJ00";"";"       .";""
"5327";"A050100";"2000JJ00";"";"       .";""
"5328";"A050100";"2001JJ00";"";"       .";""
"5329";"A050100";"2002JJ00";"";"       .";""
"5330";"A050100";"2003JJ00";"";"       .";""
"5331";"A050100";"2004JJ00";"";"       .";""
"5332";"A050100";"2005JJ00";"";"       .";""
"5333";"A050100";"2006JJ00";"";"       .";""
"5334";"A050100";"2007JJ00";"";"       .";""
"5335";"A050100";"2008JJ00";"";"       .";""
"5336";"A050100";"2009JJ00";"";"       .";""
"5337";"A050100";"2010JJ00";"";"       .";""
"5338";"A050100";"2011JJ00";"";"       .";""
"5339";"A050100";"2012JJ00";"";"       .";""
"5340";"A050100";"2013JJ00";"";"       .";""
"5341";"A050100";"2014JJ00";"";"       .";""
"5342";"A050100";"2015JJ00";"";"       .";""
"5343";"A050100";"2016JJ00";"";"       .";""
"5344";"A050100";"2017JJ00";"";"       .";""
"5345";"A050100";"2018JJ00";"";"       .";""
"5346";"A050100";"2019JJ00";"";"       .";""
"5347";"A050100";"2020JJ00";"       .";"       .";"       ."
"5348";"A050100";"2021JJ00";"";"       .";""
"5349";"A050100";"2022JJ00";"";"       .";""
"5350";"A043284";"1998JJ00";"  147422";"   74785";"   72637"
"5351";"A043284";"1999JJ00";"  184771";"   83179";"  101592"
"5352";"A043284";"2000JJ00";"  174690";"   85623";"   89067"
"5353";"A043284";"2001JJ00";"  163654";"   83169";"   80485"
"5354";"A043284";"2002JJ00";"  156107";"   79865";"   76242"
"5355";"A043284";"2003JJ00";"  111238";"   56471";"   54767"
"5356";"A043284";"2004JJ00";"  140121";"   72426";"   67695"
"5357";"A043284";"2005JJ00";"  139539";"   71636";"   67903"
"5358";"A043284";"2006JJ00";"  118690";"   60709";"   57981"
"5359";"A043284";"2007JJ00";"  119298";"   62001";"   57297"
"5360";"A043284";"2008JJ00";"  115777";"   58404";"   57373"
"5361";"A043284";"2009JJ00";"  113613";"   58549";"   55064"
"5362";"A043284";"2010JJ00";"  120483";"   69043";"   51440"
"5363";"A043284";"2011JJ00";"  156549";"   97986";"   58563"
"5364";"A043284";"2012JJ00";"  141001";"   69571";"   71430"
"5365";"A043284";"2013JJ00";"  146562";"   71784";"   74778"
"5366";"A043284";"2014JJ00";"  146726";"   75359";"   71367"
"5367";"A043284";"2015JJ00";"  167295";"   84489";"   82806"
"5368";"A043284";"2016JJ00";"  177602";"   88504";"   89098"
"5369";"A043284";"2017JJ00";"  255662";"  125211";"  130451"
"5370";"A043284";"2018JJ00";"  243425";"  119031";"  124394"
"5371";"A043284";"2019JJ00";"  249258";"  120026";"  129232"
"5372";"A043284";"2020JJ00";"       .";"       .";"       ."
"5373";"A043284";"2021JJ00";"       .";"       .";"       ."
"5374";"A043284";"2022JJ00";"       .";"       .";"       ."
"5375";"A043285";"1998JJ00";"";"       .";""
"5376";"A043285";"1999JJ00";"";"       .";""
"5377";"A043285";"2000JJ00";"";"       .";""
"5378";"A043285";"2001JJ00";"";"       .";""
"5379";"A043285";"2002JJ00";"";"       .";""
"5380";"A043285";"2003JJ00";"";"       .";""
"5381";"A043285";"2004JJ00";"";"       .";""
"5382";"A043285";"2005JJ00";"";"       .";""
"5383";"A043285";"2006JJ00";"";"       .";""
"5384";"A043285";"2007JJ00";"";"       .";""
"5385";"A043285";"2008JJ00";"";"       .";""
"5386";"A043285";"2009JJ00";"";"       .";""
"5387";"A043285";"2010JJ00";"";"       .";""
"5388";"A043285";"2011JJ00";"       .";"       .";"       ."
"5389";"A043285";"2012JJ00";"   76489";"   37718";"   38771"
"5390";"A043285";"2013JJ00";"       .";"       .";"       ."
"5391";"A043285";"2014JJ00";"       .";"       .";"       ."
"5392";"A043285";"2015JJ00";"   89147";"   40952";"   48195"
"5393";"A043285";"2016JJ00";"  114632";"   55610";"   59022"
"5394";"A043285";"2017JJ00";"  123546";"   62356";"   61190"
"5395";"A043285";"2018JJ00";"  131419";"   63595";"   67824"
"5396";"A043285";"2019JJ00";"  130095";"   63478";"   66617"
"5397";"A043285";"2020JJ00";"       .";"       .";"       ."
"5398";"A043285";"2021JJ00";"       .";"       .";"       ."
"5399";"A043285";"2022JJ00";"       .";"       .";"       ."
"5400";"A050407";"1998JJ00";"";"       .";""
"5401";"A050407";"1999JJ00";"";"       .";""
"5402";"A050407";"2000JJ00";"";"       .";""
"5403";"A050407";"2001JJ00";"";"       .";""
"5404";"A050407";"2002JJ00";"";"       .";""
"5405";"A050407";"2003JJ00";"";"       .";""
"5406";"A050407";"2004JJ00";"";"       .";""
"5407";"A050407";"2005JJ00";"";"       .";""
"5408";"A050407";"2006JJ00";"";"       .";""
"5409";"A050407";"2007JJ00";"";"       .";""
"5410";"A050407";"2008JJ00";"";"       .";""
"5411";"A050407";"2009JJ00";"";"       .";""
"5412";"A050407";"2010JJ00";"";"       .";""
"5413";"A050407";"2011JJ00";"";"       .";""
"5414";"A050407";"2012JJ00";"";"       .";""
"5415";"A050407";"2013JJ00";"";"       .";""
"5416";"A050407";"2014JJ00";"";"       .";""
"5417";"A050407";"2015JJ00";"";"       .";""
"5418";"A050407";"2016JJ00";"";"       .";""
"5419";"A050407";"2017JJ00";"";"       .";""
"5420";"A050407";"2018JJ00";"";"       .";""
"5421";"A050407";"2019JJ00";"";"       .";""
"5422";"A050407";"2020JJ00";"";"       .";""
"5423";"A050407";"2021JJ00";"       .";"       .";"       ."
"5424";"A050407";"2022JJ00";"";"       .";""
"5425";"A043286";"1998JJ00";"       .";"       .";"       ."
"5426";"A043286";"1999JJ00";"       .";"       .";"       ."
"5427";"A043286";"2000JJ00";"       .";"       .";"       ."
"5428";"A043286";"2001JJ00";"       .";"       .";"       ."
"5429";"A043286";"2002JJ00";"   81700";"   41738";"   39962"
"5430";"A043286";"2003JJ00";"   86048";"   44353";"   41695"
"5431";"A043286";"2004JJ00";"   87002";"   43940";"   43062"
"5432";"A043286";"2005JJ00";"  191878";"   97313";"   94565"
"5433";"A043286";"2006JJ00";"       .";"       .";"       ."
"5434";"A043286";"2007JJ00";"";"       .";""
"5435";"A043286";"2008JJ00";"";"       .";""
"5436";"A043286";"2009JJ00";"";"       .";""
"5437";"A043286";"2010JJ00";"";"       .";""
"5438";"A043286";"2011JJ00";"";"       .";""
"5439";"A043286";"2012JJ00";"";"       .";""
"5440";"A043286";"2013JJ00";"";"       .";""
"5441";"A043286";"2014JJ00";"";"       .";""
"5442";"A043286";"2015JJ00";"";"       .";""
"5443";"A043286";"2016JJ00";"";"       .";""
"5444";"A043286";"2017JJ00";"";"       .";""
"5445";"A043286";"2018JJ00";"";"       .";""
"5446";"A043286";"2019JJ00";"";"       .";""
"5447";"A043286";"2020JJ00";"";"       .";""
"5448";"A043286";"2021JJ00";"";"       .";""
"5449";"A043286";"2022JJ00";"";"       .";""
"5450";"A043287";"1998JJ00";"";"       .";""
"5451";"A043287";"1999JJ00";"";"       .";""
"5452";"A043287";"2000JJ00";"";"       .";""
"5453";"A043287";"2001JJ00";"";"       .";""
"5454";"A043287";"2002JJ00";"";"       .";""
"5455";"A043287";"2003JJ00";"";"       .";""
"5456";"A043287";"2004JJ00";"";"       .";""
"5457";"A043287";"2005JJ00";"";"       .";""
"5458";"A043287";"2006JJ00";"  178819";"   89143";"   89676"
"5459";"A043287";"2007JJ00";"  218013";"  108833";"  109180"
"5460";"A043287";"2008JJ00";"  242436";"  118974";"  123462"
"5461";"A043287";"2009JJ00";"  249689";"  120216";"  129473"
"5462";"A043287";"2010JJ00";"  246035";"  120239";"  125796"
"5463";"A043287";"2011JJ00";"  239806";"  115992";"  123814"
"5464";"A043287";"2012JJ00";"  164102";"   79998";"   84104"
"5465";"A043287";"2013JJ00";"  155638";"   77816";"   77822"
"5466";"A043287";"2014JJ00";"  161895";"   80626";"   81269"
"5467";"A043287";"2015JJ00";"  153405";"   75501";"   77904"
"5468";"A043287";"2016JJ00";"  162693";"   81290";"   81403"
"5469";"A043287";"2017JJ00";"  143357";"   70506";"   72851"
"5470";"A043287";"2018JJ00";"  140957";"   69781";"   71176"
"5471";"A043287";"2019JJ00";"  136775";"   68815";"   67960"
"5472";"A043287";"2020JJ00";"       .";"       .";"       ."
"5473";"A043287";"2021JJ00";"       .";"       .";"       ."
"5474";"A043287";"2022JJ00";"   84175";"   43036";"   41139"
"5475";"A045933";"1998JJ00";"";"       .";""
"5476";"A045933";"1999JJ00";"";"       .";""
"5477";"A045933";"2000JJ00";"";"       .";""
"5478";"A045933";"2001JJ00";"";"       .";""
"5479";"A045933";"2002JJ00";"";"       .";""
"5480";"A045933";"2003JJ00";"";"       .";""
"5481";"A045933";"2004JJ00";"";"       .";""
"5482";"A045933";"2005JJ00";"";"       .";""
"5483";"A045933";"2006JJ00";"";"       .";""
"5484";"A045933";"2007JJ00";"";"       .";""
"5485";"A045933";"2008JJ00";"";"       .";""
"5486";"A045933";"2009JJ00";"";"       .";""
"5487";"A045933";"2010JJ00";"";"       .";""
"5488";"A045933";"2011JJ00";"";"       .";""
"5489";"A045933";"2012JJ00";"";"       .";""
"5490";"A045933";"2013JJ00";"";"       .";""
"5491";"A045933";"2014JJ00";"";"       .";""
"5492";"A045933";"2015JJ00";"";"       .";""
"5493";"A045933";"2016JJ00";"";"       .";""
"5494";"A045933";"2017JJ00";"       .";"       .";"       ."
"5495";"A045933";"2018JJ00";"  164135";"   84565";"   79570"
"5496";"A045933";"2019JJ00";"       .";"       .";"       ."
"5497";"A045933";"2020JJ00";"       .";"       .";"       ."
"5498";"A045933";"2021JJ00";"";"       .";""
"5499";"A045933";"2022JJ00";"       .";"       .";"       ."
"5500";"A043288";"1998JJ00";"       .";"       .";"       ."
"5501";"A043288";"1999JJ00";"       .";"       .";"       ."
"5502";"A043288";"2000JJ00";"       .";"       .";"       ."
"5503";"A043288";"2001JJ00";"       .";"       .";"       ."
"5504";"A043288";"2002JJ00";"       .";"       .";"       ."
"5505";"A043288";"2003JJ00";"       .";"       .";"       ."
"5506";"A043288";"2004JJ00";"";"       .";""
"5507";"A043288";"2005JJ00";"";"       .";""
"5508";"A043288";"2006JJ00";"";"       .";""
"5509";"A043288";"2007JJ00";"";"       .";""
"5510";"A043288";"2008JJ00";"";"       .";""
"5511";"A043288";"2009JJ00";"";"       .";""
"5512";"A043288";"2010JJ00";"";"       .";""
"5513";"A043288";"2011JJ00";"";"       .";""
"5514";"A043288";"2012JJ00";"";"       .";""
"5515";"A043288";"2013JJ00";"";"       .";""
"5516";"A043288";"2014JJ00";"";"       .";""
"5517";"A043288";"2015JJ00";"";"       .";""
"5518";"A043288";"2016JJ00";"";"       .";""
"5519";"A043288";"2017JJ00";"";"       .";""
"5520";"A043288";"2018JJ00";"";"       .";""
"5521";"A043288";"2019JJ00";"";"       .";""
"5522";"A043288";"2020JJ00";"";"       .";""
"5523";"A043288";"2021JJ00";"";"       .";""
